gun,pap,cadence,perks,seed,round,dog,count,hp_each,total_hp,max_alive,spawn_interval,walk,run,sprint,time_to_clear_s,shots,hits,kills,reload_s,hp_per_s,points,drops,refills,damage_taken,hp_bars,contact_frac,contact_zsec,peak_alive,first_contact_s,trap_buys,trap_kills,trap_spend,wallet
mp40,0,legacy,,20260729,9,0,41,950,38000,24,1.093,15,26,0,82.13,505,348,41,39.38,462.7,6090,2,1,36120,361.2,0.910,634.3,20,6.58,0,0,0,25140
mp40,0,legacy,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,20.27,128,82,14,9.27,447.6,1640,0,0,3096,31.0,0.744,72.1,8,4.75,0,0,0,26780
mp40,0,legacy,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,115.27,736,531,51,53.28,506.8,8580,3,2,82920,829.2,0.946,1465.2,24,6.25,0,0,0,35360
mp40,0,legacy,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,148.12,938,631,56,69.50,469.7,10030,4,3,119940,1199.4,0.966,2120.6,24,5.08,0,0,0,45390
mp40,0,legacy,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,172.57,1094,745,61,81.08,480.8,11300,3,4,160500,1605.0,0.971,2833.0,24,5.05,0,0,0,56690
mp40,0,legacy,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,196.73,1247,895,67,92.67,508.9,13180,4,4,189600,1896.0,0.979,3341.8,24,4.15,0,0,0,69870
mp40,0,legacy,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,38.38,236,167,18,18.53,489.6,2810,1,0,8352,83.5,0.935,198.3,8,2.48,0,0,0,72680
mp40,0,legacy,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,281.52,1799,1285,78,132.05,501.3,17750,4,6,293040,2930.4,0.984,5154.5,24,2.97,0,0,0,90430
mp40,0,legacy,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,339.28,2166,1486,83,159.85,492.3,19930,3,8,374160,3741.6,0.988,6579.5,24,3.97,0,0,0,110360
mp40,0,legacy,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,385.12,2471,1740,89,180.70,508.6,23170,4,9,431580,4315.8,0.992,7605.1,24,3.23,0,0,0,133530
mp40,0,legacy,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,67.68,424,291,21,32.43,474.2,4280,0,1,17352,173.5,0.965,413.9,8,2.40,0,0,0,137810
mp40,0,legacy,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,533.02,3430,2401,101,250.20,509.8,30740,3,13,620640,6206.4,0.994,10960.2,24,3.20,0,0,0,168550
ak74u,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.65,13,10,6,7.55,93.3,560,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1060
ak74u,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,15.17,32,20,10,12.58,164.8,860,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1920
ak74u,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,19.02,47,40,14,15.10,257.7,1300,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,3220
ak74u,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,24.87,86,64,18,17.62,325.7,1740,2,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,4960
ak74u,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,8.00,33,27,9,5.03,383.6,840,0,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,5800
ak74u,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,34.80,171,122,27,20.13,496.8,2890,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,8690
ak74u,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,42.13,225,163,31,22.65,526.9,3580,3,0,360,3.6,0.109,4.7,5,17.00,0,0,0,12270
ak74u,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,56.88,309,211,36,30.20,529.0,4350,3,1,8160,81.6,0.680,135.7,11,16.27,0,0,0,16620
ak74u,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,69.47,398,276,41,35.23,547.0,5450,2,1,15840,158.4,0.745,272.0,14,7.62,0,0,0,22070
ak74u,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,18.60,98,66,14,10.07,487.7,1560,1,0,2196,22.0,0.701,50.8,8,5.57,0,0,0,23630
ak74u,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,100.82,591,414,51,50.33,579.5,7650,2,2,64440,644.4,0.915,1137.1,24,6.25,0,0,0,31280
ak74u,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,122.48,700,503,56,62.92,568.0,8670,4,2,91080,910.8,0.947,1606.5,24,6.18,0,0,0,39950
ak74u,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,150.00,879,586,61,75.50,553.1,9790,2,3,129780,1297.8,0.966,2288.2,24,5.12,0,0,0,49740
ak74u,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,174.05,1016,700,67,88.08,575.3,11390,4,3,166320,1663.2,0.976,2936.6,24,4.15,0,0,0,61130
ak74u,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,30.18,176,129,18,15.10,622.6,2390,1,0,6408,64.1,0.916,151.8,8,2.48,0,0,0,63520
ak74u,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,233.70,1366,973,78,118.28,603.9,14830,4,5,243120,2431.2,0.980,4281.2,24,2.97,0,0,0,78350
ak74u,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,269.70,1589,1138,83,135.90,619.3,17090,3,5,289320,2893.2,0.985,5091.3,24,3.97,0,0,0,95440
ak74u,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,326.18,1934,1319,89,163.58,600.5,18920,4,7,360720,3607.2,0.990,6345.1,24,3.23,0,0,0,114360
ak74u,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,58.07,330,230,21,30.20,552.7,3630,0,1,14256,142.6,0.959,340.5,8,2.40,0,0,0,117990
ak74u,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,445.42,2645,1858,101,223.98,610.1,25230,3,9,515460,5154.6,0.993,9087.2,24,3.20,0,0,0,143220
ak74u,0,legacy,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.72,13,10,6,7.55,92.6,560,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1060
ak74u,0,legacy,,20260729,2,0,10,250,2500,24,1.375,10,0,0,15.45,32,20,10,12.58,161.8,860,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1920
ak74u,0,legacy,,20260729,3,0,14,350,4900,24,1.323,14,0,0,19.47,47,40,14,15.10,251.7,1300,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,3220
ak74u,0,legacy,,20260729,4,0,18,450,8100,24,1.324,18,0,0,25.88,86,64,18,17.62,312.9,1740,2,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,4960
ak74u,0,legacy,,20260729,5,1,9,550,3069,8,0.700,6,3,0,8.37,33,27,9,5.03,366.8,840,0,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,5800
ak74u,0,legacy,,20260729,6,0,27,650,17290,24,1.197,18,9,0,34.78,171,122,27,17.62,497.1,2970,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,8770
ak74u,0,legacy,,20260729,7,0,31,750,22200,24,1.129,17,14,0,42.80,225,163,31,20.13,518.7,3540,3,0,1140,11.4,0.292,19.9,7,29.17,0,0,0,12310
ak74u,0,legacy,,20260729,8,0,36,850,30090,24,1.113,26,10,0,61.07,309,211,36,30.20,492.7,4350,3,1,10020,100.2,0.706,170.7,11,8.67,0,0,0,16660
ak74u,0,legacy,,20260729,9,0,41,950,38000,24,1.093,15,26,0,74.97,398,276,41,35.23,506.9,5450,2,1,21180,211.8,0.809,367.3,15,7.62,0,0,0,22110
ak74u,0,legacy,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,19.90,98,66,14,10.07,455.8,1560,1,0,2556,25.6,0.726,58.5,8,5.20,0,0,0,23670
ak74u,0,legacy,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,109.23,591,414,51,50.33,534.8,7650,2,2,75420,754.2,0.928,1334.0,24,6.25,0,0,0,31320
ak74u,0,legacy,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,132.45,700,503,56,62.92,525.3,8670,4,2,103320,1033.2,0.953,1824.8,24,6.18,0,0,0,39990
ak74u,0,legacy,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,162.57,879,586,61,75.50,510.3,9790,2,3,144180,1441.8,0.969,2546.2,24,5.12,0,0,0,49780
ak74u,0,legacy,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,188.62,1016,700,67,88.08,530.9,11390,4,3,184140,1841.4,0.978,3243.1,24,4.15,0,0,0,61170
ak74u,0,legacy,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,32.63,176,129,18,15.10,575.9,2390,1,0,7056,70.6,0.924,167.5,8,2.48,0,0,0,63560
ak74u,0,legacy,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,253.22,1366,973,78,118.28,557.3,14830,4,5,266520,2665.2,0.983,4689.2,24,2.97,0,0,0,78390
ak74u,0,legacy,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,292.50,1589,1138,83,135.90,571.1,17090,3,5,316500,3165.0,0.986,5563.1,24,3.97,0,0,0,95480
ak74u,0,legacy,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,353.98,1934,1319,89,163.58,553.3,18920,4,7,393600,3936.0,0.991,6927.3,24,3.23,0,0,0,114400
ak74u,0,legacy,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,62.77,330,230,21,30.20,511.3,3630,0,1,15660,156.6,0.962,372.0,8,2.40,0,0,0,118030
ak74u,0,legacy,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,483.72,2645,1858,101,223.98,561.8,25230,3,9,561240,5612.4,0.993,9906.6,24,3.20,0,0,0,143260
m16,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.47,8,6,6,7.85,95.1,520,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1020
m16,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,15.42,31,20,10,13.08,162.2,820,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1840
m16,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,19.13,44,36,14,15.70,256.1,1340,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,3180
m16,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,26.43,70,53,18,20.93,306.4,1670,2,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,4850
m16,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.63,28,21,9,5.23,402.1,700,0,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,5550
m16,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,33.57,152,112,27,20.93,515.1,2790,1,0,0,0.0,0.004,0.1,3,18.72,0,0,0,8340
m16,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,36.63,187,141,31,20.93,606.0,3480,3,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,11820
m16,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,45.67,262,176,36,23.55,658.9,4040,3,0,1140,11.4,0.238,12.8,7,23.17,0,0,0,15860
m16,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,61.88,332,238,41,34.02,614.1,5230,2,1,8700,87.0,0.714,147.7,10,7.62,0,0,0,21090
m16,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,15.25,87,60,14,7.85,594.8,1460,1,0,1800,18.0,0.599,41.3,8,6.12,0,0,0,22550
m16,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,89.62,513,351,51,47.10,651.9,6860,2,1,52020,520.2,0.906,917.0,24,6.25,0,0,0,29410
m16,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,101.55,595,420,56,52.33,685.1,7800,4,2,66360,663.6,0.936,1172.2,24,6.18,0,0,0,37210
m16,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,123.97,713,491,61,65.42,669.2,8800,2,2,97980,979.8,0.959,1730.5,24,5.12,0,0,0,46010
m16,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,150.25,874,588,67,78.50,666.4,10110,4,3,133380,1333.8,0.963,2357.2,24,4.15,0,0,0,56120
m16,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,30.57,180,117,18,15.70,614.8,2350,2,0,6624,66.2,0.914,153.9,8,2.48,0,0,0,58470
m16,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,196.63,1158,822,78,102.05,717.7,13480,3,4,196920,1969.2,0.971,3470.0,24,2.97,0,0,0,71950
m16,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,225.82,1326,947,83,117.75,739.7,14980,3,4,241140,2411.4,0.981,4244.7,24,4.22,0,0,0,86930
m16,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,269.53,1581,1121,89,141.30,726.7,16940,4,5,290940,2909.4,0.988,5111.6,24,3.23,0,0,0,103870
m16,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,49.12,281,186,21,26.17,653.4,3230,1,0,11916,119.2,0.951,283.5,8,2.40,0,0,0,107100
m16,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,380.13,2243,1560,101,198.87,714.9,22130,2,8,436020,4360.2,0.992,7670.9,24,3.20,0,0,0,129230
m16,0,legacy,,20260729,1,0,6,150,900,24,1.379,6,0,0,9.48,8,6,6,7.85,94.9,520,0,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1020
m16,0,legacy,,20260729,2,0,10,250,2500,24,1.375,10,0,0,15.50,31,20,10,13.08,161.3,820,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,1840
m16,0,legacy,,20260729,3,0,14,350,4900,24,1.323,14,0,0,19.27,44,36,14,15.70,254.3,1340,1,0,0,0.0,0.000,0.0,2,-1.00,0,0,0,3180
m16,0,legacy,,20260729,4,0,18,450,8100,24,1.324,18,0,0,24.12,70,53,18,18.32,335.9,1670,2,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,4850
m16,0,legacy,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.75,28,21,9,5.23,396.0,700,0,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,5550
m16,0,legacy,,20260729,6,0,27,650,17290,24,1.197,18,9,0,33.88,152,112,27,20.93,510.3,2790,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,8340
m16,0,legacy,,20260729,7,0,31,750,22200,24,1.129,17,14,0,37.10,187,141,31,20.93,598.4,3480,3,0,0,0.0,0.004,0.1,4,35.78,0,0,0,11820
m16,0,legacy,,20260729,8,0,36,850,30090,24,1.113,26,10,0,46.28,262,176,36,23.55,650.1,4040,3,0,1260,12.6,0.300,19.2,7,18.55,0,0,0,15860
m16,0,legacy,,20260729,9,0,41,950,38000,24,1.093,15,26,0,62.68,332,238,41,34.02,606.2,5230,2,1,9840,98.4,0.742,164.1,11,7.62,0,0,0,21090
m16,0,legacy,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,15.50,87,60,14,7.85,585.2,1460,1,0,1872,18.7,0.605,42.8,8,6.12,0,0,0,22550
m16,0,legacy,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,90.88,513,351,51,47.10,642.8,6860,2,1,53880,538.8,0.909,949.7,24,6.25,0,0,0,29410
m16,0,legacy,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,103.12,595,420,56,52.33,674.7,7800,4,2,68640,686.4,0.938,1210.5,24,6.18,0,0,0,37210
m16,0,legacy,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,125.77,713,491,61,65.42,659.7,8800,2,2,100440,1004.4,0.959,1769.8,24,5.12,0,0,0,46010
m16,0,legacy,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,152.33,874,588,67,78.50,657.3,10110,4,3,136380,1363.8,0.963,2402.5,24,4.15,0,0,0,56120
m16,0,legacy,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,31.00,180,117,18,15.70,606.2,2350,2,0,6624,66.2,0.916,156.5,8,2.48,0,0,0,58470
m16,0,legacy,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,199.43,1158,822,78,102.05,707.6,13480,3,4,200280,2002.8,0.971,3529.1,24,2.97,0,0,0,71950
m16,0,legacy,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,228.83,1326,947,83,117.75,729.9,14980,3,4,244920,2449.2,0.982,4308.4,24,4.22,0,0,0,86930
m16,0,legacy,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,273.12,1581,1121,89,141.30,717.1,16940,4,5,295200,2952.0,0.988,5187.7,24,3.23,0,0,0,103870
m16,0,legacy,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,49.75,281,186,21,26.17,645.1,3230,1,0,12132,121.3,0.952,287.8,8,2.40,0,0,0,107100
m16,0,legacy,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,385.03,2243,1560,101,198.87,705.8,22130,2,8,441540,4415.4,0.992,7775.1,24,3.20,0,0,0,129230
rpk,0,fixed,,20260729,1,0,6,150,900,24,1.379,6,0,0,11.45,13,10,6,9.23,78.6,560,0,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,1060
rpk,0,fixed,,20260729,2,0,10,250,2500,24,1.375,10,0,0,16.67,32,20,10,13.85,150.0,860,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,1920
rpk,0,fixed,,20260729,3,0,14,350,4900,24,1.323,14,0,0,22.37,44,37,14,18.47,219.1,1310,1,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,3230
rpk,0,fixed,,20260729,4,0,18,450,8100,24,1.324,18,0,0,25.98,85,64,18,18.47,311.7,1780,2,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,5010
rpk,0,fixed,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.28,28,22,9,4.62,421.4,790,0,0,108,1.1,0.284,2.5,6,3.12,0,0,0,5800
rpk,0,fixed,,20260729,6,0,27,650,17290,24,1.197,18,9,0,33.20,165,122,27,18.47,520.8,2930,1,0,180,1.8,0.074,2.5,5,4.13,0,0,0,8730
rpk,0,fixed,,20260729,7,0,31,750,22200,24,1.129,17,14,0,37.25,211,153,31,18.47,596.0,3480,3,0,240,2.4,0.119,4.4,5,4.33,0,0,0,12210
rpk,0,fixed,,20260729,8,0,36,850,30090,24,1.113,26,10,0,44.47,292,198,36,18.47,676.7,4460,3,0,180,1.8,0.074,3.3,5,4.15,0,0,0,16670
rpk,0,fixed,,20260729,9,0,41,950,38000,24,1.093,15,26,0,51.32,368,257,41,18.47,740.5,5100,2,0,1860,18.6,0.338,29.0,7,5.65,0,0,0,21770
rpk,0,fixed,,20260729,10,1,14,1045,9071,8,0.441,2,10,2,13.33,97,66,14,4.62,680.3,1600,1,0,1620,16.2,0.677,35.1,8,4.30,0,0,0,23370
rpk,0,fixed,,20260729,11,0,51,1150,58420,24,0.969,13,31,7,82.52,567,391,51,32.32,708.0,7380,2,1,36480,364.8,0.888,641.0,19,4.28,0,0,0,30750
rpk,0,fixed,,20260729,12,0,56,1265,69575,24,0.951,18,32,6,88.00,629,457,56,32.32,790.6,8250,4,1,47220,472.2,0.917,826.7,22,4.22,0,0,0,39000
rpk,0,fixed,,20260729,13,0,61,1392,82963,24,0.879,5,36,20,111.27,793,532,61,41.55,745.6,9410,3,1,85740,857.4,0.955,1507.7,24,5.05,0,0,0,48410
rpk,0,fixed,,20260729,14,0,67,1531,100127,24,0.857,11,29,27,137.13,984,652,67,50.78,730.1,11150,4,2,118560,1185.6,0.963,2089.7,24,4.15,0,0,0,59560
rpk,0,fixed,,20260729,15,1,18,1684,18793,8,0.218,0,11,7,22.90,153,118,18,9.23,820.7,2440,1,0,4500,45.0,0.892,104.3,8,2.48,0,0,0,62000
rpk,0,fixed,,20260729,16,0,78,1852,141122,24,0.750,8,33,37,175.95,1272,910,78,64.63,802.1,14400,3,3,170520,1705.2,0.983,3011.1,24,2.97,0,0,0,76400
rpk,0,fixed,,20260729,17,0,83,2037,167034,24,0.715,0,27,56,196.33,1453,1052,83,69.25,850.8,15830,4,3,206880,2068.8,0.980,3645.1,24,3.97,0,0,0,92230
rpk,0,fixed,,20260729,18,0,89,2241,195863,24,0.669,0,35,54,245.78,1816,1246,89,87.72,796.9,18110,4,4,267000,2670.0,0.987,4699.8,24,3.23,0,0,0,110340
rpk,0,fixed,,20260729,19,1,21,2465,32094,8,0.199,0,6,15,39.72,295,209,21,13.85,808.1,3500,0,0,10008,100.1,0.940,238.1,8,2.40,0,0,0,113840
rpk,0,fixed,,20260729,20,0,101,2712,271742,24,0.609,0,36,65,336.88,2501,1739,101,120.03,806.6,24040,2,6,388740,3887.4,0.991,6830.7,24,3.20,0,0,0,137880
rpk,0,legacy,,20260729,1,0,6,150,900,24,1.379,6,0,0,11.53,13,10,6,9.23,78.0,560,0,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,1060
rpk,0,legacy,,20260729,2,0,10,250,2500,24,1.375,10,0,0,16.98,32,20,10,13.85,147.2,860,1,0,0,0.0,0.000,0.0,3,-1.00,0,0,0,1920
rpk,0,legacy,,20260729,3,0,14,350,4900,24,1.323,14,0,0,22.80,44,37,14,18.47,214.9,1310,1,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,3230
rpk,0,legacy,,20260729,4,0,18,450,8100,24,1.324,18,0,0,27.03,85,64,18,18.47,299.6,1780,2,0,0,0.0,0.000,0.0,4,-1.00,0,0,0,5010
rpk,0,legacy,,20260729,5,1,9,550,3069,8,0.700,6,3,0,7.58,28,22,9,4.62,404.7,790,0,0,108,1.1,0.281,2.5,6,3.12,0,0,0,5800
